node_id1	node_id2	experimental
511145.b1717	511145.b3298	999
511145.b1717	511145.b3313	997
511145.b1717	511145.b3980	835
511145.b1717	511145.b2597	890
511145.b1717	511145.b3169	800
511145.b1717	511145.b3637	999
511145.b1717	511145.b3310	999
511145.b1717	511145.b2610	800
511145.b1717	511145.b4147	850
511145.b1717	511145.b3321	999
511145.b1717	511145.b3183	800
511145.b1717	511145.b2185	997
511145.b1717	511145.b3316	999
511145.b1717	511145.b3303	999
511145.b1717	511145.b3299	985
511145.b1717	511145.b3312	997
511145.b1717	511145.b2620	860
511145.b1717	511145.b2891	835
511145.b1717	511145.b3304	999
511145.b1717	511145.b4202	999
511145.b1717	511145.b3230	999
511145.b1717	511145.b3339	835
511145.b1717	511145.b3984	996
511145.b1717	511145.b2569	860
511145.b1717	511145.b3936	999
511145.b1717	511145.b4550	800
511145.b1717	511145.b3168	800
511145.b1717	511145.b4200	997
511145.b1717	511145.b3308	997
511145.b1717	511145.b3982	800
511145.b1717	511145.b2606	997
511145.b1717	511145.b3983	997
511145.b1717	511145.b3302	999
511145.b1717	511145.b3320	997
511145.b1717	511145.b3203	977
511145.b1717	511145.b3306	997
511145.b1717	511145.b2609	997
511145.b1717	511145.b2784	835
511145.b1717	511145.b3175	800
511145.b1717	511145.b3986	987
511145.b1717	511145.b3309	997
511145.b1717	511145.b3987	800
511145.b1717	511145.b3341	999
511145.b1717	511145.b3317	999
511145.b1717	511145.b3186	997
511145.b1717	511145.b3649	800
511145.b1717	511145.b3305	997
511145.b1717	511145.b3297	999
511145.b1717	511145.b3464	800
511145.b1717	511145.b3590	800
511145.b1717	511145.b3231	997
511145.b1717	511145.b3988	800
511145.b1717	511145.b2511	800
511145.b1717	511145.b3342	999
511145.b1717	511145.b3065	999
511145.b1717	511145.b3300	800
511145.b1717	511145.b3636	999
511145.b1717	511145.b3319	999
511145.b1717	511145.b3307	999
511145.b1717	511145.b3296	999
511145.b1717	511145.b4506	977
511145.b1717	511145.b3340	860
511145.b1717	511145.b4173	800
511145.b1717	511145.b3314	999
511145.b1717	511145.b3985	997
511145.b1717	511145.b3318	997
511145.b1717	511145.b4375	800
511145.b1717	511145.b3165	999
511145.b1717	511145.b3185	997
511145.b1717	511145.b3981	800
511145.b1717	511145.b4203	999
511145.b1717	511145.b3703	999
511145.b2185	511145.b3294	997
511145.b2185	511145.b3707	800
511145.b2185	511145.b3297	997
511145.b2185	511145.b3312	997
511145.b2185	511145.b3315	997
511145.b2185	511145.b4202	997
511145.b2185	511145.b4147	849
511145.b2185	511145.b2569	860
511145.b2185	511145.b3301	997
511145.b2185	511145.b3318	997
511145.b2185	511145.b2784	800
511145.b2185	511145.b3065	996
511145.b2185	511145.b3308	997
511145.b2185	511145.b3314	997
511145.b2185	511145.b3339	835
511145.b2185	511145.b3165	997
511145.b2185	511145.b4550	800
511145.b2185	511145.b2891	835
511145.b2185	511145.b3703	997
511145.b2185	511145.b3310	997
511145.b2185	511145.b3295	800
511145.b2185	511145.b3169	800
511145.b2185	511145.b4506	977
511145.b2185	511145.b3984	990
511145.b2185	511145.b3231	997
511145.b2185	511145.b3304	997
511145.b2185	511145.b3981	800
511145.b2185	511145.b3464	800
511145.b2185	511145.b3307	997
511145.b2185	511145.b3306	997
511145.b2185	511145.b3185	997
511145.b2185	511145.b3203	974
511145.b2185	511145.b3300	800
511145.b2185	511145.b3298	997
511145.b2185	511145.b3183	800
511145.b2185	511145.b3287	800
511145.b2185	511145.b3983	997
511145.b2185	511145.b3302	997
511145.b2185	511145.b2597	877
511145.b2185	511145.b3317	997
511145.b2185	511145.b3980	835
511145.b2185	511145.b3311	997
511145.b2185	511145.b3636	997
511145.b2185	511145.b3321	997
511145.b2185	511145.b3303	997
511145.b2185	511145.b3309	997
511145.b2185	511145.b3341	997
511145.b2185	511145.b3230	997
511145.b2185	511145.b3988	800
511145.b2185	511145.b2609	997
511145.b2185	511145.b3986	987
511145.b2185	511145.b4375	800
511145.b2185	511145.b2511	800
511145.b2185	511145.b3305	997
511145.b2185	511145.b3168	800
511145.b2185	511145.b3320	997
511145.b2185	511145.b2606	998
511145.b2185	511145.b3982	800
511145.b2185	511145.b3936	977
511145.b2185	511145.b4200	997
511145.b2185	511145.b3316	997
511145.b2185	511145.b2620	860
511145.b2185	511145.b3299	977
511145.b2185	511145.b3637	997
511145.b2185	511145.b2610	800
511145.b2185	511145.b3313	997
511145.b2185	511145.b4203	997
511145.b2185	511145.b3296	997
511145.b2185	511145.b3985	997
511145.b2185	511145.b3340	860
511145.b2185	511145.b4173	800
511145.b2185	511145.b3342	997
511145.b2185	511145.b3319	997
511145.b2185	511145.b3590	808
511145.b2185	511145.b3987	800
511145.b2185	511145.b3186	997
511145.b2185	511145.b3649	800
511145.b2185	511145.b3175	800
511145.b2511	511145.b3294	800
511145.b2511	511145.b3312	800
511145.b2511	511145.b3315	800
511145.b2511	511145.b3301	800
511145.b2511	511145.b3318	800
511145.b2511	511145.b3308	800
511145.b2511	511145.b3703	800
511145.b2511	511145.b3310	854
511145.b2511	511145.b3984	811
511145.b2511	511145.b3231	800
511145.b2511	511145.b3304	800
511145.b2511	511145.b3185	800
511145.b2511	511145.b3983	800
511145.b2511	511145.b3302	800
511145.b2511	511145.b3317	807
511145.b2511	511145.b3309	800
511145.b2511	511145.b4203	800
511145.b2511	511145.b3319	845
511145.b2511	511145.b3305	800
511145.b2511	511145.b3186	800
511145.b2511	511145.b2606	800
511145.b2511	511145.b3320	800
511145.b2511	511145.b3637	800
511145.b2511	511145.b3299	800
511145.b2511	511145.b3313	800
511145.b2567	511145.b3294	855
511145.b2567	511145.b3297	855
511145.b2567	511145.b3315	861
511145.b2567	511145.b3301	855
511145.b2567	511145.b3308	846
511145.b2567	511145.b3165	866
511145.b2567	511145.b3984	846
511145.b2567	511145.b3231	847
511145.b2567	511145.b3307	846
511145.b2567	511145.b3306	846
511145.b2567	511145.b3185	851
511145.b2567	511145.b3983	862
511145.b2567	511145.b3302	846
511145.b2567	511145.b3317	846
511145.b2567	511145.b3321	847
511145.b2567	511145.b3303	846
511145.b2567	511145.b3341	846
511145.b2567	511145.b3230	846
511145.b2567	511145.b2609	851
511145.b2567	511145.b3320	846
511145.b2567	511145.b4200	855
511145.b2567	511145.b3313	850
511145.b2567	511145.b2606	866
511145.b2567	511145.b3296	846
511145.b2569	511145.b3294	979
511145.b2569	511145.b3297	860
511145.b2569	511145.b3312	860
511145.b2569	511145.b3315	863
511145.b2569	511145.b4202	860
511145.b2569	511145.b3231	863
511145.b2569	511145.b3307	860
511145.b2569	511145.b3319	863
511145.b2569	511145.b3636	860
511145.b2569	511145.b3065	800
511145.b2569	511145.b3342	860
511145.b2569	511145.b3309	860
511145.b2569	511145.b3305	860
511145.b2569	511145.b3186	860
511145.b2569	511145.b3317	860
511145.b2569	511145.b3341	863
511145.b2569	511145.b3703	860
511145.b2569	511145.b3165	871
511145.b2569	511145.b3318	860
511145.b2569	511145.b3314	860
511145.b2569	511145.b3296	860
511145.b2569	511145.b4203	802
511145.b2569	511145.b3185	860
511145.b2569	511145.b3321	861
511145.b2569	511145.b3310	860
511145.b2569	511145.b3637	860
511145.b2569	511145.b3303	863
511145.b2569	511145.b3299	835
511145.b2569	511145.b3316	860
511145.b2569	511145.b3298	860
511145.b2569	511145.b3311	860
511145.b2569	511145.b3301	860
511145.b2569	511145.b3313	860
511145.b2569	511145.b3302	860
511145.b2569	511145.b3983	860
511145.b2569	511145.b2606	860
511145.b2569	511145.b3308	860
511145.b2569	511145.b2609	860
511145.b2569	511145.b3306	860
511145.b2569	511145.b3320	860
511145.b2569	511145.b3230	860
511145.b2569	511145.b3304	860
511145.b2569	511145.b4200	861
511145.b2569	511145.b3984	860
511145.b2597	511145.b3294	890
511145.b2597	511145.b3297	890
511145.b2597	511145.b3312	890
511145.b2597	511145.b3315	890
511145.b2597	511145.b4202	890
511145.b2597	511145.b3301	890
511145.b2597	511145.b3318	890
511145.b2597	511145.b3065	744
511145.b2597	511145.b3308	890
511145.b2597	511145.b3314	890
511145.b2597	511145.b3165	890
511145.b2597	511145.b3703	890
511145.b2597	511145.b3310	890
511145.b2597	511145.b3231	890
511145.b2597	511145.b3304	890
511145.b2597	511145.b3307	890
511145.b2597	511145.b3306	890
511145.b2597	511145.b3185	890
511145.b2597	511145.b3298	890
511145.b2597	511145.b3302	890
511145.b2597	511145.b3296	890
511145.b2597	511145.b3985	834
511145.b2597	511145.b4203	752
511145.b2597	511145.b3342	890
511145.b2597	511145.b3636	890
511145.b2597	511145.b3319	890
511145.b2597	511145.b3309	890
511145.b2597	511145.b3341	890
511145.b2597	511145.b3305	890
511145.b2597	511145.b3317	890
511145.b2597	511145.b3186	890
511145.b2597	511145.b2606	890
511145.b2597	511145.b3320	890
511145.b2597	511145.b2609	890
511145.b2597	511145.b3230	890
511145.b2597	511145.b4200	890
511145.b2597	511145.b3637	906
511145.b2597	511145.b3321	890
511145.b2597	511145.b3303	890
511145.b2597	511145.b3316	890
511145.b2597	511145.b3311	890
511145.b2597	511145.b3313	890
511145.b2606	511145.b3294	997
511145.b2606	511145.b3707	800
511145.b2606	511145.b3297	997
511145.b2606	511145.b3312	997
511145.b2606	511145.b3315	998
511145.b2606	511145.b4202	997
511145.b2606	511145.b4147	800
511145.b2606	511145.b3301	997
511145.b2606	511145.b3318	997
511145.b2606	511145.b2784	835
511145.b2606	511145.b3065	997
511145.b2606	511145.b3308	997
511145.b2606	511145.b3314	997
511145.b2606	511145.b3339	834
511145.b2606	511145.b3165	997
511145.b2606	511145.b4550	800
511145.b2606	511145.b2891	919
511145.b2606	511145.b3703	997
511145.b2606	511145.b3310	998
511145.b2606	511145.b3295	802
511145.b2606	511145.b3169	803
511145.b2606	511145.b4506	977
511145.b2606	511145.b3984	996
511145.b2606	511145.b3231	997
511145.b2606	511145.b3304	998
511145.b2606	511145.b3981	800
511145.b2606	511145.b3464	800
511145.b2606	511145.b3307	997
511145.b2606	511145.b3306	997
511145.b2606	511145.b3185	997
511145.b2606	511145.b3203	977
511145.b2606	511145.b3300	800
511145.b2606	511145.b3298	997
511145.b2606	511145.b3183	800
511145.b2606	511145.b3287	800
511145.b2606	511145.b3983	997
511145.b2606	511145.b3302	997
511145.b2606	511145.b3317	997
511145.b2606	511145.b3980	834
511145.b2606	511145.b3311	997
511145.b2606	511145.b3636	997
511145.b2606	511145.b3321	997
511145.b2606	511145.b3303	997
511145.b2606	511145.b3309	998
511145.b2606	511145.b3341	997
511145.b2606	511145.b3230	998
511145.b2606	511145.b3988	800
511145.b2606	511145.b2609	997
511145.b2606	511145.b3986	963
511145.b2606	511145.b4375	811
511145.b2606	511145.b3305	998
511145.b2606	511145.b3168	811
511145.b2606	511145.b3320	998
511145.b2606	511145.b3637	997
511145.b2606	511145.b4173	800
511145.b2606	511145.b3186	997
511145.b2606	511145.b4200	997
511145.b2606	511145.b3342	997
511145.b2606	511145.b3340	932
511145.b2606	511145.b3299	977
511145.b2606	511145.b3936	977
511145.b2606	511145.b4203	997
511145.b2606	511145.b3319	997
511145.b2606	511145.b2620	860
511145.b2606	511145.b3316	997
511145.b2606	511145.b3296	998
511145.b2606	511145.b3590	802
511145.b2606	511145.b3985	997
511145.b2606	511145.b3175	800
511145.b2606	511145.b3649	800
511145.b2606	511145.b3987	800
511145.b2606	511145.b3982	800
511145.b2606	511145.b2610	800
511145.b2606	511145.b3313	997
511145.b2609	511145.b3294	997
511145.b2609	511145.b3297	999
511145.b2609	511145.b3312	997
511145.b2609	511145.b3315	997
511145.b2609	511145.b4202	999
511145.b2609	511145.b4147	849
511145.b2609	511145.b3301	997
511145.b2609	511145.b3318	997
511145.b2609	511145.b2784	835
511145.b2609	511145.b3065	999
511145.b2609	511145.b3308	997
511145.b2609	511145.b3314	999
511145.b2609	511145.b3339	856
511145.b2609	511145.b3165	999
511145.b2609	511145.b4550	800
511145.b2609	511145.b2891	887
511145.b2609	511145.b3703	997
511145.b2609	511145.b3310	997
511145.b2609	511145.b3295	802
511145.b2609	511145.b3169	800
511145.b2609	511145.b4506	977
511145.b2609	511145.b4161	824
511145.b2609	511145.b3984	992
511145.b2609	511145.b3231	997
511145.b2609	511145.b3304	997
511145.b2609	511145.b3981	800
511145.b2609	511145.b3307	999
511145.b2609	511145.b3306	999
511145.b2609	511145.b3185	997
511145.b2609	511145.b3203	977
511145.b2609	511145.b3300	800
511145.b2609	511145.b3298	999
511145.b2609	511145.b3287	800
511145.b2609	511145.b3983	997
511145.b2609	511145.b3302	997
511145.b2609	511145.b3317	997
511145.b2609	511145.b3980	856
511145.b2609	511145.b3311	999
511145.b2609	511145.b3636	997
511145.b2609	511145.b3321	999
511145.b2609	511145.b3303	999
511145.b2609	511145.b3309	997
511145.b2609	511145.b3341	999
511145.b2609	511145.b3230	999
511145.b2609	511145.b3988	800
511145.b2609	511145.b3982	816
511145.b2609	511145.b3320	997
511145.b2609	511145.b3936	977
511145.b2609	511145.b3168	942
511145.b2609	511145.b4200	999
511145.b2609	511145.b3637	997
511145.b2609	511145.b3316	999
511145.b2609	511145.b3299	977
511145.b2609	511145.b2620	860
511145.b2609	511145.b3313	997
511145.b2609	511145.b3296	999
511145.b2609	511145.b3340	931
511145.b2609	511145.b3985	997
511145.b2609	511145.b4375	811
511145.b2609	511145.b4203	997
511145.b2609	511145.b3590	800
511145.b2609	511145.b3342	999
511145.b2609	511145.b3319	997
511145.b2609	511145.b3986	969
511145.b2609	511145.b3987	800
511145.b2609	511145.b3186	997
511145.b2609	511145.b3305	997
511145.b2609	511145.b3649	800
511145.b2610	511145.b3294	800
511145.b2610	511145.b3312	855
511145.b2610	511145.b3315	849
511145.b2610	511145.b3301	855
511145.b2610	511145.b3318	928
511145.b2610	511145.b3308	855
511145.b2610	511145.b3703	800
511145.b2610	511145.b3310	855
511145.b2610	511145.b3231	835
511145.b2610	511145.b3304	855
511145.b2610	511145.b3464	997
511145.b2610	511145.b3185	900
511145.b2610	511145.b3983	855
511145.b2610	511145.b3302	800
511145.b2610	511145.b3317	855
511145.b2610	511145.b3636	800
511145.b2610	511145.b3309	855
511145.b2610	511145.b3305	855
511145.b2610	511145.b3320	862
511145.b2610	511145.b3186	900
511145.b2610	511145.b3299	800
511145.b2610	511145.b3936	800
511145.b2610	511145.b4203	800
511145.b2610	511145.b3319	856
511145.b2610	511145.b3313	834
511145.b2620	511145.b3294	860
511145.b2620	511145.b3297	860
511145.b2620	511145.b3312	860
511145.b2620	511145.b3315	860
511145.b2620	511145.b4202	860
511145.b2620	511145.b3301	860
511145.b2620	511145.b3318	860
511145.b2620	511145.b3065	800
511145.b2620	511145.b3308	860
511145.b2620	511145.b3314	862
511145.b2620	511145.b3165	860
511145.b2620	511145.b3703	800
511145.b2620	511145.b3310	860
511145.b2620	511145.b3231	865
511145.b2620	511145.b3304	860
511145.b2620	511145.b3307	865
511145.b2620	511145.b3306	860
511145.b2620	511145.b3185	860
511145.b2620	511145.b3298	860
511145.b2620	511145.b3983	800
511145.b2620	511145.b3302	860
511145.b2620	511145.b3317	860
511145.b2620	511145.b3311	860
511145.b2620	511145.b3636	860
511145.b2620	511145.b3321	860
511145.b2620	511145.b3303	860
511145.b2620	511145.b3309	863
511145.b2620	511145.b3341	860
511145.b2620	511145.b3230	860
511145.b2620	511145.b3305	863
511145.b2620	511145.b3320	860
511145.b2620	511145.b3637	865
511145.b2620	511145.b3186	860
511145.b2620	511145.b4200	860
511145.b2620	511145.b3342	860
511145.b2620	511145.b3299	835
511145.b2620	511145.b3936	835
511145.b2620	511145.b4203	860
511145.b2620	511145.b3319	860
511145.b2620	511145.b3985	800
511145.b2620	511145.b3296	860
511145.b2620	511145.b3316	860
511145.b2620	511145.b3313	860
511145.b2784	511145.b3294	835
511145.b2784	511145.b3297	835
511145.b2784	511145.b3312	835
511145.b2784	511145.b3315	835
511145.b2784	511145.b4202	835
511145.b2784	511145.b3301	835
511145.b2784	511145.b3318	835
511145.b2784	511145.b3342	835
511145.b2784	511145.b3065	800
511145.b2784	511145.b3636	835
511145.b2784	511145.b3319	842
511145.b2784	511145.b3307	835
511145.b2784	511145.b3231	835
511145.b2784	511145.b3341	835
511145.b2784	511145.b3317	835
511145.b2784	511145.b3186	835
511145.b2784	511145.b3305	835
511145.b2784	511145.b3309	835
511145.b2784	511145.b3703	835
511145.b2784	511145.b3185	835
511145.b2784	511145.b4203	800
511145.b2784	511145.b3296	835
511145.b2784	511145.b3314	835
511145.b2784	511145.b3985	800
511145.b2784	511145.b3165	835
511145.b2784	511145.b3316	835
511145.b2784	511145.b3303	835
511145.b2784	511145.b3299	833
511145.b2784	511145.b3637	835
511145.b2784	511145.b3310	835
511145.b2784	511145.b3321	835
511145.b2784	511145.b3313	835
511145.b2784	511145.b3311	835
511145.b2784	511145.b3298	838
511145.b2784	511145.b3320	835
511145.b2784	511145.b3306	835
511145.b2784	511145.b3308	835
511145.b2784	511145.b3983	800
511145.b2784	511145.b3302	835
511145.b2784	511145.b3936	822
511145.b2784	511145.b4200	835
511145.b2784	511145.b3304	835
511145.b2784	511145.b3230	835
511145.b2891	511145.b3294	887
511145.b2891	511145.b3297	873
511145.b2891	511145.b3312	835
511145.b2891	511145.b3315	863
511145.b2891	511145.b4202	917
511145.b2891	511145.b3301	881
511145.b2891	511145.b3318	835
511145.b2891	511145.b3065	800
511145.b2891	511145.b3308	835
511145.b2891	511145.b3314	835
511145.b2891	511145.b3165	873
511145.b2891	511145.b4550	800
511145.b2891	511145.b3310	835
511145.b2891	511145.b3321	873
511145.b2891	511145.b3637	835
511145.b2891	511145.b3316	835
511145.b2891	511145.b3303	872
511145.b2891	511145.b3299	851
511145.b2891	511145.b3311	917
511145.b2891	511145.b3298	855
511145.b2891	511145.b3313	868
511145.b2891	511145.b3983	936
511145.b2891	511145.b3302	835
511145.b2891	511145.b3306	835
511145.b2891	511145.b3320	891
511145.b2891	511145.b3230	884
511145.b2891	511145.b3304	835
511145.b2891	511145.b3936	834
511145.b2891	511145.b4200	938
511145.b2891	511145.b3984	855
511145.b2891	511145.b3231	896
511145.b2891	511145.b3319	883
511145.b2891	511145.b3307	873
511145.b2891	511145.b3342	864
511145.b2891	511145.b3636	874
511145.b2891	511145.b3309	866
511145.b2891	511145.b3986	763
511145.b2891	511145.b3317	936
511145.b2891	511145.b3186	887
511145.b2891	511145.b3305	835
511145.b2891	511145.b3341	871
511145.b2891	511145.b3703	800
511145.b2891	511145.b3985	800
511145.b2891	511145.b3296	835
511145.b2891	511145.b4203	901
511145.b2891	511145.b3185	895
511145.b3065	511145.b3294	999
511145.b3065	511145.b3297	999
511145.b3065	511145.b3312	996
511145.b3065	511145.b3315	999
511145.b3065	511145.b4202	999
511145.b3065	511145.b4147	800
511145.b3065	511145.b3301	997
511145.b3065	511145.b3318	997
511145.b3065	511145.b3203	947
511145.b3065	511145.b3320	997
511145.b3065	511145.b3306	999
511145.b3065	511145.b3308	995
511145.b3065	511145.b3982	829
511145.b3065	511145.b3983	885
511145.b3065	511145.b3302	999
511145.b3065	511145.b3984	800
511145.b3065	511145.b3339	800
511145.b3065	511145.b3936	977
511145.b3065	511145.b4550	800
511145.b3065	511145.b3168	800
511145.b3065	511145.b4200	999
511145.b3065	511145.b3304	999
511145.b3065	511145.b3230	999
511145.b3065	511145.b3316	999
511145.b3065	511145.b3303	999
511145.b3065	511145.b3299	985
511145.b3065	511145.b4161	846
511145.b3065	511145.b3169	800
511145.b3065	511145.b3637	999
511145.b3065	511145.b3310	999
511145.b3065	511145.b3321	999
511145.b3065	511145.b3313	997
511145.b3065	511145.b3980	800
511145.b3065	511145.b3287	800
511145.b3065	511145.b3311	999
511145.b3065	511145.b3298	999
511145.b3065	511145.b3295	807
511145.b3065	511145.b3703	999
511145.b3065	511145.b3185	997
511145.b3065	511145.b3981	800
511145.b3065	511145.b4203	999
511145.b3065	511145.b3296	999
511145.b3065	511145.b4506	977
511145.b3065	511145.b3314	999
511145.b3065	511145.b3340	800
511145.b3065	511145.b3985	997
511145.b3065	511145.b3165	999
511145.b3065	511145.b4375	800
511145.b3065	511145.b3342	999
511145.b3065	511145.b3636	999
511145.b3065	511145.b3300	800
511145.b3065	511145.b3319	999
511145.b3065	511145.b3307	999
511145.b3065	511145.b3590	800
511145.b3065	511145.b3231	997
511145.b3065	511145.b3988	800
511145.b3065	511145.b3987	808
511145.b3065	511145.b3341	999
511145.b3065	511145.b3317	999
511145.b3065	511145.b3186	997
511145.b3065	511145.b3305	997
511145.b3065	511145.b3649	800
511145.b3065	511145.b3986	800
511145.b3065	511145.b3309	997
511145.b3165	511145.b3294	999
511145.b3165	511145.b3297	999
511145.b3165	511145.b3312	997
511145.b3165	511145.b3315	999
511145.b3165	511145.b4202	999
511145.b3165	511145.b4147	908
511145.b3165	511145.b3301	997
511145.b3165	511145.b3318	997
511145.b3165	511145.b3308	997
511145.b3165	511145.b3314	999
511145.b3165	511145.b3339	835
511145.b3165	511145.b3703	999
511145.b3165	511145.b4375	800
511145.b3165	511145.b3340	971
511145.b3165	511145.b3985	997
511145.b3165	511145.b4506	977
511145.b3165	511145.b3296	999
511145.b3165	511145.b4203	999
511145.b3165	511145.b3981	800
511145.b3165	511145.b3185	997
511145.b3165	511145.b3231	997
511145.b3165	511145.b3988	811
511145.b3165	511145.b3590	855
511145.b3165	511145.b3307	999
511145.b3165	511145.b3319	999
511145.b3165	511145.b3342	999
511145.b3165	511145.b3300	834
511145.b3165	511145.b3636	999
511145.b3165	511145.b3309	997
511145.b3165	511145.b3986	968
511145.b3165	511145.b3649	800
511145.b3165	511145.b3305	997
511145.b3165	511145.b3317	999
511145.b3165	511145.b3186	997
511145.b3165	511145.b3341	999
511145.b3165	511145.b3987	814
511145.b3165	511145.b3302	999
511145.b3165	511145.b3983	997
511145.b3165	511145.b3982	800
511145.b3165	511145.b3306	999
511145.b3165	511145.b3320	997
511145.b3165	511145.b3203	977
511145.b3165	511145.b3230	999
511145.b3165	511145.b3304	999
511145.b3165	511145.b4550	800
511145.b3165	511145.b3168	971
511145.b3165	511145.b4200	999
511145.b3165	511145.b3936	977
511145.b3165	511145.b3984	992
511145.b3165	511145.b3321	999
511145.b3165	511145.b3310	999
511145.b3165	511145.b3169	800
511145.b3165	511145.b3637	999
511145.b3165	511145.b4161	814
511145.b3165	511145.b3299	985
511145.b3165	511145.b3303	999
511145.b3165	511145.b3316	999
511145.b3165	511145.b3295	815
511145.b3165	511145.b3298	999
511145.b3165	511145.b4475	705
511145.b3165	511145.b3311	999
511145.b3165	511145.b3287	800
511145.b3165	511145.b3980	835
511145.b3165	511145.b3313	997
511145.b3168	511145.b3294	811
511145.b3168	511145.b3297	971
511145.b3168	511145.b3312	968
511145.b3168	511145.b3315	968
511145.b3168	511145.b4202	860
511145.b3168	511145.b3301	968
511145.b3168	511145.b3318	968
511145.b3168	511145.b3308	968
511145.b3168	511145.b3314	971
511145.b3168	511145.b3703	800
511145.b3168	511145.b3310	968
511145.b3168	511145.b3231	968
511145.b3168	511145.b3304	968
511145.b3168	511145.b3307	971
511145.b3168	511145.b3306	971
511145.b3168	511145.b3185	800
511145.b3168	511145.b3298	985
511145.b3168	511145.b3983	811
511145.b3168	511145.b3302	968
511145.b3168	511145.b3317	968
511145.b3168	511145.b3311	971
511145.b3168	511145.b3636	800
511145.b3168	511145.b3321	971
511145.b3168	511145.b3303	973
511145.b3168	511145.b3309	968
511145.b3168	511145.b3341	971
511145.b3168	511145.b3230	942
511145.b3168	511145.b3305	973
511145.b3168	511145.b3342	971
511145.b3168	511145.b3319	950
511145.b3168	511145.b3186	811
511145.b3168	511145.b3296	971
511145.b3168	511145.b3985	947
511145.b3168	511145.b4203	811
511145.b3168	511145.b3637	800
511145.b3168	511145.b3316	971
511145.b3168	511145.b3299	811
511145.b3168	511145.b3313	968
511145.b3168	511145.b3320	894
511145.b3168	511145.b4200	942
511145.b3169	511145.b3294	800
511145.b3169	511145.b3297	800
511145.b3169	511145.b3312	800
511145.b3169	511145.b3315	800
511145.b3169	511145.b4202	800
511145.b3169	511145.b3783	811
511145.b3169	511145.b3301	859
511145.b3169	511145.b3318	800
511145.b3169	511145.b3308	808
511145.b3169	511145.b3314	828
511145.b3169	511145.b3703	800
511145.b3169	511145.b3310	800
511145.b3169	511145.b3295	990
511145.b3169	511145.b3985	800
511145.b3169	511145.b3296	835
511145.b3169	511145.b4203	800
511145.b3169	511145.b3185	800
511145.b3169	511145.b3988	987
511145.b3169	511145.b3231	800
511145.b3169	511145.b3319	812
511145.b3169	511145.b3307	800
511145.b3169	511145.b3636	800
511145.b3169	511145.b3342	800
511145.b3169	511145.b3309	800
511145.b3169	511145.b3986	800
511145.b3169	511145.b3186	800
511145.b3169	511145.b3317	836
511145.b3169	511145.b3649	957
511145.b3169	511145.b3305	829
511145.b3169	511145.b3987	987
511145.b3169	511145.b3341	858
511145.b3169	511145.b3983	800
511145.b3169	511145.b3302	800
511145.b3169	511145.b3982	800
511145.b3169	511145.b3306	800
511145.b3169	511145.b3320	800
511145.b3169	511145.b3230	829
511145.b3169	511145.b3304	800
511145.b3169	511145.b3936	800
511145.b3169	511145.b4200	800
511145.b3169	511145.b3321	800
511145.b3169	511145.b3637	800
511145.b3169	511145.b3316	800
511145.b3169	511145.b3303	828
511145.b3169	511145.b3299	800
511145.b3169	511145.b3311	800
511145.b3169	511145.b3298	800
511145.b3169	511145.b3313	828
511145.b3175	511145.b3294	800
511145.b3175	511145.b3312	800
511145.b3175	511145.b3315	800
511145.b3175	511145.b3301	800
511145.b3175	511145.b3318	800
511145.b3175	511145.b3308	800
511145.b3175	511145.b3703	800
511145.b3175	511145.b3310	800
511145.b3175	511145.b3705	905
511145.b3175	511145.b3984	800
511145.b3175	511145.b3231	800
511145.b3175	511145.b3304	800
511145.b3175	511145.b3981	998
511145.b3175	511145.b3464	811
511145.b3175	511145.b3185	800
511145.b3175	511145.b3300	998
511145.b3175	511145.b3983	800
511145.b3175	511145.b3302	800
511145.b3175	511145.b3317	800
511145.b3175	511145.b3636	800
511145.b3175	511145.b3309	800
511145.b3175	511145.b3305	800
511145.b3175	511145.b3320	800
511145.b3175	511145.b3637	800
511145.b3175	511145.b3186	800
511145.b3175	511145.b3299	800
511145.b3175	511145.b4203	800
511145.b3175	511145.b3319	800
511145.b3175	511145.b3985	800
511145.b3175	511145.b3313	800
511145.b3183	511145.b3294	829
511145.b3183	511145.b3312	800
511145.b3183	511145.b3315	800
511145.b3183	511145.b3301	825
511145.b3183	511145.b3318	800
511145.b3183	511145.b3308	829
511145.b3183	511145.b3703	800
511145.b3183	511145.b3310	800
511145.b3183	511145.b3984	811
511145.b3183	511145.b3231	811
511145.b3183	511145.b3304	800
511145.b3183	511145.b3185	811
511145.b3183	511145.b3299	800
511145.b3183	511145.b3637	800
511145.b3183	511145.b3313	811
511145.b3183	511145.b3320	811
511145.b3183	511145.b3302	800
511145.b3183	511145.b3983	811
511145.b3183	511145.b3319	811
511145.b3183	511145.b3636	800
511145.b3183	511145.b3305	800
511145.b3183	511145.b3186	811
511145.b3183	511145.b3317	802
511145.b3183	511145.b3309	800
511145.b3183	511145.b4203	800
511145.b3185	511145.b3294	998
511145.b3185	511145.b3707	800
511145.b3185	511145.b3297	997
511145.b3185	511145.b3312	997
511145.b3185	511145.b3315	997
511145.b3185	511145.b4202	997
511145.b3185	511145.b4147	849
511145.b3185	511145.b3301	998
511145.b3185	511145.b3318	997
511145.b3185	511145.b3308	997
511145.b3185	511145.b3314	997
511145.b3185	511145.b3339	835
511145.b3185	511145.b4550	800
511145.b3185	511145.b3703	997
511145.b3185	511145.b3310	997
511145.b3185	511145.b3295	806
511145.b3185	511145.b4506	977
511145.b3185	511145.b3984	996
511145.b3185	511145.b3231	997
