node_id1	node_id2	experimental
511145.b0169	511145.b3186	997
511145.b0169	511145.b3317	999
511145.b0169	511145.b3649	800
511145.b0169	511145.b3305	997
511145.b0169	511145.b3987	800
511145.b0169	511145.b3341	999
511145.b0169	511145.b1718	935
511145.b0169	511145.b3988	800
511145.b0169	511145.b3590	869
511145.b0169	511145.b3319	999
511145.b0169	511145.b1716	999
511145.b0169	511145.b3636	999
511145.b0169	511145.b3342	999
511145.b0169	511145.b3985	997
511145.b0169	511145.b3340	971
511145.b0169	511145.b4375	811
511145.b0169	511145.b3296	999
511145.b0169	511145.b4203	999
511145.b0169	511145.b1211	860
511145.b0172	511145.b3294	962
511145.b0172	511145.b1717	909
511145.b0172	511145.b3297	949
511145.b0172	511145.b3312	909
511145.b0172	511145.b3315	943
511145.b0172	511145.b4202	909
511145.b0172	511145.b3301	949
511145.b0172	511145.b3318	909
511145.b0172	511145.b3065	800
511145.b0172	511145.b3308	909
511145.b0172	511145.b3314	909
511145.b0172	511145.b3165	948
511145.b0172	511145.b1089	963
511145.b0172	511145.b3703	860
511145.b0172	511145.b3310	909
511145.b0172	511145.b3984	860
511145.b0172	511145.b3231	949
511145.b0172	511145.b3304	909
511145.b0172	511145.b3307	949
511145.b0172	511145.b3306	909
511145.b0172	511145.b3185	963
511145.b0172	511145.b3298	909
511145.b0172	511145.b3983	842
511145.b0172	511145.b3302	909
511145.b0172	511145.b3317	949
511145.b0172	511145.b3311	909
511145.b0172	511145.b3636	956
511145.b0172	511145.b3321	949
511145.b0172	511145.b3303	949
511145.b0172	511145.b3309	946
511145.b0172	511145.b3341	949
511145.b0172	511145.b3230	962
511145.b0172	511145.b2609	962
511145.b0172	511145.b3305	909
511145.b0172	511145.b3320	946
511145.b0172	511145.b2185	909
511145.b0172	511145.b3637	909
511145.b0172	511145.b3186	961
511145.b0172	511145.b4200	962
511145.b0172	511145.b3342	948
511145.b0172	511145.b3340	860
511145.b0172	511145.b3299	871
511145.b0172	511145.b3936	851
511145.b0172	511145.b4203	949
511145.b0172	511145.b3319	946
511145.b0172	511145.b1716	961
511145.b0172	511145.b3316	909
511145.b0172	511145.b3296	909
511145.b0172	511145.b2606	948
511145.b0172	511145.b3313	941
511145.b0191	511145.b3294	887
511145.b0191	511145.b1717	835
511145.b0191	511145.b3297	873
511145.b0191	511145.b3312	835
511145.b0191	511145.b3315	862
511145.b0191	511145.b4202	834
511145.b0191	511145.b3301	881
511145.b0191	511145.b3318	835
511145.b0191	511145.b3065	800
511145.b0191	511145.b3308	835
511145.b0191	511145.b3314	835
511145.b0191	511145.b3165	873
511145.b0191	511145.b1089	895
511145.b0191	511145.b3703	800
511145.b0191	511145.b3310	835
511145.b0191	511145.b3984	871
511145.b0191	511145.b3231	896
511145.b0191	511145.b3304	835
511145.b0191	511145.b3637	835
511145.b0191	511145.b3321	873
511145.b0191	511145.b2185	835
511145.b0191	511145.b3316	835
511145.b0191	511145.b3303	871
511145.b0191	511145.b3299	851
511145.b0191	511145.b3311	834
511145.b0191	511145.b3298	855
511145.b0191	511145.b3313	868
511145.b0191	511145.b2606	919
511145.b0191	511145.b3983	872
511145.b0191	511145.b3302	835
511145.b0191	511145.b3320	907
511145.b0191	511145.b3306	835
511145.b0191	511145.b2609	887
511145.b0191	511145.b3230	884
511145.b0191	511145.b3936	834
511145.b0191	511145.b4200	877
511145.b0191	511145.b3342	864
511145.b0191	511145.b3636	874
511145.b0191	511145.b1716	887
511145.b0191	511145.b3319	885
511145.b0191	511145.b3307	873
511145.b0191	511145.b3309	866
511145.b0191	511145.b3341	889
511145.b0191	511145.b3317	890
511145.b0191	511145.b3186	887
511145.b0191	511145.b3305	835
511145.b0191	511145.b3296	859
511145.b0191	511145.b3985	800
511145.b0191	511145.b3185	895
511145.b0191	511145.b4203	901
511145.b0296	511145.b3294	977
511145.b0296	511145.b1717	977
511145.b0296	511145.b3297	977
511145.b0296	511145.b3312	977
511145.b0296	511145.b3315	977
511145.b0296	511145.b4202	977
511145.b0296	511145.b3301	977
511145.b0296	511145.b3318	977
511145.b0296	511145.b3065	977
511145.b0296	511145.b3308	977
511145.b0296	511145.b3314	977
511145.b0296	511145.b3165	977
511145.b0296	511145.b1089	977
511145.b0296	511145.b3703	977
511145.b0296	511145.b3310	977
511145.b0296	511145.b4506	935
511145.b0296	511145.b3984	756
511145.b0296	511145.b3985	890
511145.b0296	511145.b3296	977
511145.b0296	511145.b4203	977
511145.b0296	511145.b3185	977
511145.b0296	511145.b3231	977
511145.b0296	511145.b3319	977
511145.b0296	511145.b1716	977
511145.b0296	511145.b3307	977
511145.b0296	511145.b3636	977
511145.b0296	511145.b3342	977
511145.b0296	511145.b3309	977
511145.b0296	511145.b3186	977
511145.b0296	511145.b3317	977
511145.b0296	511145.b3305	977
511145.b0296	511145.b3341	977
511145.b0296	511145.b3983	977
511145.b0296	511145.b3302	977
511145.b0296	511145.b2606	977
511145.b0296	511145.b3306	977
511145.b0296	511145.b2609	977
511145.b0296	511145.b3320	977
511145.b0296	511145.b3230	977
511145.b0296	511145.b3304	977
511145.b0296	511145.b4200	977
511145.b0296	511145.b3321	977
511145.b0296	511145.b3637	977
511145.b0296	511145.b3316	977
511145.b0296	511145.b3303	977
511145.b0296	511145.b2185	977
511145.b0296	511145.b3311	977
511145.b0296	511145.b3298	977
511145.b0296	511145.b3313	977
511145.b0637	511145.b3294	746
511145.b0637	511145.b3301	711
511145.b0637	511145.b1089	746
511145.b0637	511145.b3310	984
511145.b0637	511145.b3231	711
511145.b0637	511145.b3185	746
511145.b0637	511145.b3317	711
511145.b0637	511145.b3186	746
511145.b0637	511145.b1716	746
511145.b0637	511145.b3319	777
511145.b0637	511145.b2606	748
511145.b0911	511145.b3294	829
511145.b0911	511145.b1717	800
511145.b0911	511145.b3297	937
511145.b0911	511145.b3312	800
511145.b0911	511145.b3315	814
511145.b0911	511145.b4202	900
511145.b0911	511145.b3301	800
511145.b0911	511145.b3318	800
511145.b0911	511145.b3065	800
511145.b0911	511145.b3308	814
511145.b0911	511145.b0953	800
511145.b0911	511145.b3314	814
511145.b0911	511145.b3339	800
511145.b0911	511145.b3165	946
511145.b0911	511145.b1089	800
511145.b0911	511145.b3988	822
511145.b0911	511145.b3231	800
511145.b0911	511145.b3319	902
511145.b0911	511145.b1716	800
511145.b0911	511145.b3307	800
511145.b0911	511145.b3636	800
511145.b0911	511145.b3342	931
511145.b0911	511145.b3309	800
511145.b0911	511145.b3986	800
511145.b0911	511145.b3186	800
511145.b0911	511145.b3317	802
511145.b0911	511145.b3305	800
511145.b0911	511145.b3649	800
511145.b0911	511145.b3987	815
511145.b0911	511145.b3341	938
511145.b0911	511145.b3703	800
511145.b0911	511145.b3985	997
511145.b0911	511145.b3296	962
511145.b0911	511145.b4203	800
511145.b0911	511145.b3185	800
511145.b0911	511145.b3310	814
511145.b0911	511145.b3321	900
511145.b0911	511145.b3637	800
511145.b0911	511145.b3169	800
511145.b0911	511145.b3316	812
511145.b0911	511145.b3299	800
511145.b0911	511145.b3303	865
511145.b0911	511145.b2185	800
511145.b0911	511145.b3311	941
511145.b0911	511145.b4475	800
511145.b0911	511145.b3298	931
511145.b0911	511145.b3295	802
511145.b0911	511145.b3313	811
511145.b0911	511145.b3983	800
511145.b0911	511145.b3302	834
511145.b0911	511145.b2606	800
511145.b0911	511145.b3982	800
511145.b0911	511145.b3306	941
511145.b0911	511145.b2609	800
511145.b0911	511145.b3203	800
511145.b0911	511145.b3320	811
511145.b0911	511145.b2592	870
511145.b0911	511145.b3230	828
511145.b0911	511145.b2474	846
511145.b0911	511145.b3304	800
511145.b0911	511145.b3936	800
511145.b0911	511145.b4200	800
511145.b0911	511145.b3984	841
511145.b0953	511145.b3294	800
511145.b0953	511145.b1717	800
511145.b0953	511145.b3297	800
511145.b0953	511145.b3312	800
511145.b0953	511145.b3315	800
511145.b0953	511145.b4202	800
511145.b0953	511145.b3301	800
511145.b0953	511145.b3318	800
511145.b0953	511145.b3065	800
511145.b0953	511145.b3308	800
511145.b0953	511145.b3311	800
511145.b0953	511145.b3298	800
511145.b0953	511145.b3309	800
511145.b0953	511145.b3186	800
511145.b0953	511145.b3317	800
511145.b0953	511145.b3305	800
511145.b0953	511145.b3341	800
511145.b0953	511145.b3313	800
511145.b0953	511145.b1089	800
511145.b0953	511145.b3231	800
511145.b0953	511145.b3310	800
511145.b0953	511145.b3321	800
511145.b0953	511145.b3637	800
511145.b0953	511145.b3319	800
511145.b0953	511145.b3316	800
511145.b0953	511145.b1716	800
511145.b0953	511145.b3307	800
511145.b0953	511145.b3303	800
511145.b0953	511145.b3299	800
511145.b0953	511145.b3636	800
511145.b0953	511145.b3342	800
511145.b0953	511145.b2185	800
511145.b0953	511145.b3314	800
511145.b0953	511145.b3165	800
511145.b0953	511145.b3230	800
511145.b0953	511145.b3304	800
511145.b0953	511145.b3296	800
511145.b0953	511145.b3936	800
511145.b0953	511145.b4200	800
511145.b0953	511145.b4203	800
511145.b0953	511145.b3185	800
511145.b0953	511145.b3703	800
511145.b0953	511145.b3302	800
511145.b0953	511145.b2606	800
511145.b0953	511145.b3306	800
511145.b0953	511145.b2609	800
511145.b0953	511145.b3320	800
511145.b0953	511145.b3203	800
511145.b1089	511145.b3294	998
511145.b1089	511145.b3707	800
511145.b1089	511145.b1717	997
511145.b1089	511145.b3297	997
511145.b1089	511145.b3312	997
511145.b1089	511145.b3315	998
511145.b1089	511145.b4202	997
511145.b1089	511145.b4147	849
511145.b1089	511145.b2569	860
511145.b1089	511145.b3301	997
511145.b1089	511145.b3318	997
511145.b1089	511145.b2784	835
511145.b1089	511145.b3065	997
511145.b1089	511145.b3308	997
511145.b1089	511145.b3314	997
511145.b1089	511145.b3339	835
511145.b1089	511145.b3165	997
511145.b1089	511145.b4550	800
511145.b1089	511145.b2891	895
511145.b1089	511145.b3304	997
511145.b1089	511145.b3230	998
511145.b1089	511145.b3984	996
511145.b1089	511145.b4200	997
511145.b1089	511145.b3168	800
511145.b1089	511145.b3936	977
511145.b1089	511145.b2606	997
511145.b1089	511145.b3982	800
511145.b1089	511145.b3302	997
511145.b1089	511145.b3983	997
511145.b1089	511145.b3320	997
511145.b1089	511145.b3203	977
511145.b1089	511145.b2609	997
511145.b1089	511145.b3306	997
511145.b1089	511145.b3287	800
511145.b1089	511145.b3295	800
511145.b1089	511145.b3298	997
511145.b1089	511145.b3311	997
511145.b1089	511145.b3313	997
511145.b1089	511145.b2597	890
511145.b1089	511145.b3980	835
511145.b1089	511145.b3637	998
511145.b1089	511145.b3169	800
511145.b1089	511145.b3321	997
511145.b1089	511145.b3183	800
511145.b1089	511145.b2610	800
511145.b1089	511145.b3310	997
511145.b1089	511145.b2185	997
511145.b1089	511145.b2620	860
511145.b1089	511145.b3303	997
511145.b1089	511145.b3299	977
511145.b1089	511145.b3316	997
511145.b1089	511145.b4506	977
511145.b1089	511145.b3296	997
511145.b1089	511145.b4375	800
511145.b1089	511145.b3985	997
511145.b1089	511145.b4173	800
511145.b1089	511145.b3340	928
511145.b1089	511145.b3981	800
511145.b1089	511145.b3185	997
511145.b1089	511145.b4203	997
511145.b1089	511145.b3703	997
511145.b1089	511145.b1211	860
511145.b1089	511145.b3175	800
511145.b1089	511145.b3986	987
511145.b1089	511145.b3309	997
511145.b1089	511145.b2567	858
511145.b1089	511145.b3341	997
511145.b1089	511145.b3987	800
511145.b1089	511145.b3649	800
511145.b1089	511145.b3305	997
511145.b1089	511145.b3186	997
511145.b1089	511145.b3317	997
511145.b1089	511145.b3590	800
511145.b1089	511145.b3464	800
511145.b1089	511145.b3988	800
511145.b1089	511145.b2511	800
511145.b1089	511145.b3231	997
511145.b1089	511145.b3300	800
511145.b1089	511145.b3636	997
511145.b1089	511145.b3342	998
511145.b1089	511145.b3307	997
511145.b1089	511145.b3319	997
511145.b1089	511145.b1716	997
511145.b1716	511145.b3294	999
511145.b1716	511145.b3707	800
511145.b1716	511145.b1717	999
511145.b1716	511145.b3297	999
511145.b1716	511145.b3312	997
511145.b1716	511145.b3315	999
511145.b1716	511145.b4202	999
511145.b1716	511145.b4147	849
511145.b1716	511145.b2569	860
511145.b1716	511145.b3301	997
511145.b1716	511145.b3318	997
511145.b1716	511145.b2784	835
511145.b1716	511145.b3065	999
511145.b1716	511145.b3308	997
511145.b1716	511145.b3314	999
511145.b1716	511145.b3339	835
511145.b1716	511145.b3165	999
511145.b1716	511145.b4550	800
511145.b1716	511145.b2891	887
511145.b1716	511145.b3703	999
511145.b1716	511145.b3310	999
511145.b1716	511145.b3295	800
511145.b1716	511145.b3169	800
511145.b1716	511145.b4506	977
511145.b1716	511145.b3984	996
511145.b1716	511145.b3231	998
511145.b1716	511145.b3304	999
511145.b1716	511145.b3981	800
511145.b1716	511145.b3464	800
511145.b1716	511145.b3307	999
511145.b1716	511145.b3306	997
511145.b1716	511145.b3185	997
511145.b1716	511145.b3203	977
511145.b1716	511145.b3300	800
511145.b1716	511145.b3298	999
511145.b1716	511145.b3183	811
511145.b1716	511145.b3287	800
511145.b1716	511145.b3983	997
511145.b1716	511145.b3302	999
511145.b1716	511145.b2597	890
511145.b1716	511145.b3317	999
511145.b1716	511145.b3980	835
511145.b1716	511145.b3311	999
511145.b1716	511145.b3636	999
511145.b1716	511145.b3321	999
511145.b1716	511145.b3303	999
511145.b1716	511145.b3309	997
511145.b1716	511145.b3341	999
511145.b1716	511145.b3230	999
511145.b1716	511145.b3988	800
511145.b1716	511145.b2609	997
511145.b1716	511145.b3986	987
511145.b1716	511145.b4375	811
511145.b1716	511145.b2511	800
511145.b1716	511145.b3305	997
511145.b1716	511145.b3168	811
511145.b1716	511145.b3320	997
511145.b1716	511145.b2185	997
511145.b1716	511145.b3637	999
511145.b1716	511145.b4173	800
511145.b1716	511145.b3186	998
511145.b1716	511145.b4200	997
511145.b1716	511145.b3342	999
511145.b1716	511145.b3340	931
511145.b1716	511145.b3299	985
511145.b1716	511145.b3936	999
511145.b1716	511145.b4203	999
511145.b1716	511145.b3319	999
511145.b1716	511145.b3985	997
511145.b1716	511145.b3296	999
511145.b1716	511145.b3175	800
511145.b1716	511145.b3649	800
511145.b1716	511145.b3987	800
511145.b1716	511145.b3590	828
511145.b1716	511145.b3982	800
511145.b1716	511145.b2606	997
511145.b1716	511145.b3313	997
511145.b1716	511145.b2610	800
511145.b1716	511145.b3316	999
511145.b1716	511145.b2620	860
511145.b1717	511145.b3294	999
511145.b1717	511145.b3707	800
511145.b1717	511145.b3301	997
511145.b1717	511145.b3287	800
511145.b1717	511145.b3311	999
511145.b1717	511145.b3315	999
511145.b1717	511145.b3295	800
